fips,population,area,density
18175,27878,513.73,55
18177,67671,401.74,171.5
18179,27862,368.09,75.1
18181,24453,505.13,48.8
18183,33403,335.57,99.2
19000,3107126,55857.13,54.5
19001,7454,569.27,13.5
19003,3875,423.44,9.5
19005,14038,639.08,22.4
19007,12661,497.29,25.9
19009,5794,442.96,13.8
19011,25680,716.27,36.4
19013,132897,565.77,231.7
19015,26433,571.57,46
19017,24721,435.48,55.7
19019,21038,571.02,36.7
19021,20578,574.92,35.2
19023,15006,580.13,25.6
19025,9866,569.97,17
19027,20562,569.44,36.6
19029,13448,564.27,24.7
19031,18411,579.44,31.9
19033,43254,568.31,77.7
19035,11836,576.91,20.9
19037,12264,504.38,24.7
19039,9217,431.17,21.5
19041,16515,567.24,29.4
19043,17692,778.54,23.3
19045,48051,694.92,70.7
19047,17228,714.19,23.9
19049,77400,588.45,112.4
19051,8781,502.19,17.4
19053,8263,531.88,15.9
19055,17398,577.76,30.7
19057,40255,416.12,96.9
19059,16935,380.61,43.8
19061,96370,608.31,154
19063,9990,395.88,26
19065,20343,730.81,28.6
19067,16077,500.63,32.6
19069,10436,581.97,18.4
19071,7022,511.15,14.6
19073,9200,569.57,16.4
19075,12375,501.86,24.8
19077,10722,590.62,18.5
19079,15117,576.75,27.2
19081,11027,571.01,19.9
19083,17311,569.31,30.8
19085,14324,696.85,21.4
19087,20217,434.33,46.4
19089,9449,473.25,20.2
19091,9640,434.35,22.6
19093,7042,431.51,16.4
19095,16375,586.46,27.9
19097,19482,636.04,31.2
19099,36872,730.42,50.4
19101,17325,435.51,38.7
19103,142287,614.04,213.1
19105,20454,575.62,35.9
19107,10231,579.18,18.1
19109,15222,972.72,16
19111,35286,517.52,69.3
19113,217751,716.88,294.6
19115,11161,401.77,28.3
19117,8701,430.59,20.7
19119,11683,587.65,19.7
19121,15609,561.01,27.9
19123,22370,570.86,39.2
19125,33365,554.53,60.1
19127,40866,572.5,71
19129,14831,437.44,34.4
19131,10779,469.13,23
19133,8996,694.07,13.3
19135,8001,433.72,18.4
19137,10421,424.1,25.3
19139,42903,437.47,97.7
19141,14056,573.04,25.1
19143,6218,398.68,16.2
19145,15496,534.94,29.8
19147,9099,563.84,16.7
19149,24874,862.89,29
19151,7138,577.24,12.7
19153,459862,573.8,750.5
19155,93128,950.28,98
19157,18668,584.93,32.3
19159,5051,535.5,9.6
19161,10035,575.01,18
19163,171387,458.09,360.7
19165,11948,590.78,20.6
19167,34681,768.33,43.9
19169,94073,572.82,156.3
19171,17451,721.01,24.6
19173,6143,531.9,11.9
19175,12516,423.65,29.6
19177,7468,484.79,15.6
19179,35212,431.83,82.5
19181,47956,569.83,81.1
19183,22070,568.84,38.2
19185,6395,525.44,12.2
19187,36955,715.62,53.1
19189,10559,400.49,27.1
19191,20768,689.87,30.5
19193,102271,872.83,117.1
19195,7624,400.12,19
19197,12840,580.42,22.8
20000,2904021,81758.72,34.9
20001,12909,500.3,26.7
20003,7883,579.65,14
20005,16513,431.17,39.3
20007,4897,1134.07,4.3
20009,27385,895.4,30.9
20011,14772,635.47,23.9
20013,9815,570.87,17.5
20015,66227,1429.86,46.1
20017,2692,773.06,3.6
20019,3481,638.88,5.7
20021,20787,587.57,36.8
20023,2693,1019.89,2.7
20025,2144,974.63,2.3
20027,8317,645.3,13.2
20029,9385,715.34,13.3
20031,8433,626.95,13.7
20033,1954,788.3,2.4
20035,35963,1125.75,32.3
20037,39290,589.76,66.4
20039,2908,893.52,3.3
20041,19394,847.07,23.3
20043,7874,393.41,20.2
20045,116585,455.87,243.1
20047,3030,621.89,4.9
20049,2694,644.27,4.5
20051,29013,899.91,31.6
20053,6392,715.85,9.1
20055,37184,1301.97,28.2
20057,34795,1098.27,30.8
20059,25611,571.76,45.5
20061,36713,384.62,89.3
20063,2727,1071.67,2.5
20065,2566,898.52,2.9
20067,7816,574.8,13.6
20069,6082,868.87,6.9
20071,1301,778.45,1.6
20073,6328,1143.3,5.9
20075,2603,996.51,2.7
20077,5818,801.27,7.5
20079,34820,539.75,64.3
20081,4106,577.52,7.4
20083,1916,859.99,2.2
20085,13539,656.22,20.5
20087,18855,532.57,35.9
20089,3043,909.78,3.4
20091,574272,473.38,1149.6
20093,3915,870.54,4.6
20095,7698,863.36,9.1
20097,2513,722.64,3.5
20099,20960,645.3,33.5
20101,1687,717.46,2.4
20103,78797,462.83,164.7
20105,3167,719.4,4.5
20107,9502,594.06,16.3
20109,2794,1072.99,2.6
20111,33212,847.47,39.8
20113,29241,898.27,32.5
20115,12208,944.29,13.4
20117,10006,900.18,11.2
20119,4357,978.09,4.7
20121,32822,575.66,57
20123,6284,701.79,9.1
20125,34065,643.53,55.1
20127,5698,695.28,8.5
20129,3110,729.73,4.4
20131,10148,717.43,14.2
20133,16416,571.47,28.9
20135,3105,1074.75,2.9
20137,5560,878.13,6.5
20139,15936,705.52,23.1
20141,3756,892.5,4.3
20143,6065,720.73,8.5
20145,6916,754.26,9.2
20147,5533,885.88,6.4
20149,22897,841.02,25.7
20151,9850,735.05,13.1
20153,2584,1069.42,2.4
20155,63794,1255.35,51.4
20157,4803,717.37,6.9
20159,10015,726.24,13.9
20161,75194,609.77,116.6
20163,5155,890.53,5.8
20165,3197,717.76,4.6
20167,6956,886.26,7.9
20169,55755,720.23,77.2
20171,5080,717.54,6.9
20173,508803,997.51,499.6
20175,23465,639.5,35.9
20177,178406,544.02,327.1
20179,2539,895.96,2.9
20181,6110,1056.07,5.7
20183,3769,895.47,4.3
20185,4297,792.05,5.6
20187,2111,680.35,3.3
20189,5801,727.29,7.9
20191,23528,1181.94,20.4
20193,7891,1074.69,7.4
20195,2902,889.48,3.4
20197,7022,794.3,8.9
20199,1506,913.65,1.6
20201,5598,894.76,6.5
20203,2176,718.57,3.1
20205,9028,570.42,16.5
20207,3157,497.82,6.6
20209,161636,151.6,1039
21000,4413457,39486.34,109.9
21001,19204,405.28,46
21003,20384,344.34,58
21005,21888,201.83,106.1
21007,8240,246.66,33.4
21009,43148,487.54,86.5
21011,12206,278.79,41.6
21013,27778,359,79.9
21015,126413,246.36,482.3
21017,19972,289.72,69
21019,48832,159.86,309.9
21021,29706,180.17,157.8
21023,8406,205.61,41.3
21025,13409,492.41,28.2
21027,19888,567.17,35.4
21029,77955,297.02,250.2
21031,12875,426.09,29.8
21033,12725,344.79,37.7
21035,38282,385.02,96.6
21037,91833,151.31,597
21039,4978,189.43,26.9
21041,10815,128.57,84.1
21043,27223,409.5,67.7
21045,15891,444.23,35.9
21047,74250,717.5,103.1
21049,35758,252.46,141.1
21051,21147,469.25,46.3
21053,10165,197.25,52.1
21055,9224,359.95,25.9
21057,6745,305.18,22.5
21059,98275,458.35,210.9
21061,12013,302.88,40.2
21063,7672,234.32,33.5
21065,14447,253.08,58
21067,310797,283.65,1042.8
21069,14545,348.54,41.2
21071,38108,393.35,100.3
21073,49880,207.75,237.2
21075,6265,205.5,33.2
21077,8589,101.23,84.8
21079,16858,230.08,73.5
21081,24875,257.97,95.6
21083,37618,551.74,67.3
21085,26194,496.7,51.8
21087,11043,286.03,39.4
21089,36308,344.4,107.2
21091,8753,187.65,45.6
21093,108266,623.28,169.3
21095,28163,465.83,62.9
21097,18592,306.36,61.5
21099,18597,412.09,44.2
21101,46467,436.67,105.9
21103,15572,286.28,53.9
21105,4734,242.27,20.2
21107,46376,542,86.6
21109,13289,345.2,39.1
21111,760026,380.42,1948.1
21113,50815,172.12,282.3
21115,23262,261.95,89.2
21117,163929,160.25,996.7
21119,15892,351.52,46.5
21121,31798,386.3,82.5
21123,14180,261.52,54.3
21125,60015,433.95,135.6
21127,15804,415.6,38.2
21129,7594,208.86,37.8
21131,10918,400.84,28.2
21133,23359,337.91,72.6
21135,13880,482.84,28.7
21137,24445,334.1,74.1
21139,9359,313.13,30.4
21141,26867,552.13,48.6
21143,8430,213.84,38.9
21145,65316,248.74,263.6
21147,17863,426.8,42.9
21149,9478,252.47,37.8
21151,87340,437.29,189.6
21153,12913,308.44,43.2
21155,20007,343.01,57.8
21157,30953,301.25,104.4
21159,12537,229.61,56.3
21161,17166,240.13,72.8
21163,29139,305.42,93.6
21165,6287,203.59,31
21167,21319,248.8,85.7
21169,9990,289.65,34.9
21171,10704,329.37,33.3
21173,27474,197.37,134.3
21175,13303,381.13,36.5
21177,31207,467.08,67.4
21179,44812,417.51,104
21181,7041,195.17,36.6
21183,23977,587.27,40.6
21185,63490,187.22,322.2
21187,10645,351.1,30.9
21189,4508,197.41,24.1
21191,14493,277.16,53.7
21193,27597,339.67,84.5
21195,63034,786.83,82.6
21197,12434,178.98,70.5
21199,63825,658.41,95.8
21201,2197,99.91,22.8
21203,16826,316.55,53.9
21205,23655,279.8,83.4
21207,17774,253.66,69.2
21209,51284,281.77,167.4
21211,44875,379.64,110.8
21213,17826,234.2,74
21215,17668,186.68,91.4
21217,25257,266.33,92
21219,12520,374.5,33.3
21221,14142,441.43,32.5
21223,8786,151.65,58.1
21225,15165,342.85,43.8
21227,120460,541.6,210.1
21229,11959,297.27,39.4
21231,20486,458.17,45.4
21233,13236,331.94,41
21235,35503,437.83,81.4
21237,7214,222.17,33.1
21239,25563,188.78,132.1
22000,4649676,43203.9,104.9
22001,62486,655.12,94.3
22003,25713,761.85,33.8
22005,117029,289.98,369.7
22007,23034,338.66,69.2
22009,41145,832.43,50.5
22011,36198,1157.34,30.8
22013,13885,811.27,17.7
22015,125064,840.06,139.3
22017,252603,878.54,290.2
22019,197204,1063.66,181.2
22021,9894,529.43,19.1
22023,6679,1284.89,5.3
22025,10151,708.03,14.7
22027,16412,754.88,22.8
22029,20466,696.92,29.9
22031,27142,875.58,30.4
22033,446042,455.37,966.6
22035,7487,420.7,18.4
22037,19813,453.41,44.7
22039,33700,662.38,51.3
22041,20441,624.59,33.2
22043,22384,643.03,34.7
22045,73913,574.11,127.6
22047,33327,618.63,54
22049,15994,569.18,28.6
22051,435716,295.63,1463.1
22053,31477,651.33,48.5
22055,235644,268.72,824.6
22057,98020,1068.21,90.2
22059,14839,624.68,23.8
22061,47617,471.74,99.1
22063,135751,648.17,197.5
22065,11843,624.44,19.4
22067,26760,794.93,35.2
22069,39166,1252.25,31.6
22071,384320,169.42,2029.4
22073,156325,610.41,251.8
22075,23447,779.91,29.5
22077,22406,557.35,40.9
22079,132488,1317.96,99.9
22081,8669,389.09,23.4
22083,20740,559.04,37.1
22085,24199,866.66,28
22087,44409,377.52,95.1
22089,52745,279.08,189.1
22091,10619,408.4,27.4
22093,21638,241.54,91.5
22095,43745,213.07,215.5
22097,83709,923.88,90.3
22099,53315,737.65,70.7
22101,53162,555.38,98.4
22103,245829,845.55,276.4
22105,127049,791.28,153
22107,4830,602.78,8.7
22109,113328,1231.82,90.8
22111,22539,876.99,25.9
22113,59616,1173.2,49.4
22115,52132,1327.91,39.4
22117,46286,669.53,70.4
22119,40333,593.03,69.5
22121,25085,192.39,123.6
22123,11525,359.65,32.3
22125,15406,403.21,38.8
22127,14743,950.09,16.1
23000,1330089,30842.92,43.1
23001,107440,467.93,230.2
23003,69447,6671.33,10.8
23005,287797,835.24,337.2
23007,30296,1696.61,18.1
23009,54696,1586.89,34.3
23011,121112,867.52,140.8
23013,39676,365.13,108.8
23015,34170,455.82,75.6
23017,57238,2076.84,27.8
23019,153414,3397.36,45.3
23021,17026,3960.86,4.4
23023,35045,253.7,139.1
23025,51163,3924.4,13.3
23027,39051,729.92,53.1
23029,31808,2562.66,12.8
23031,200710,990.71,199
24000,5976407,9707.24,594.8
24001,72952,424.16,177
24003,560133,414.9,1295.9
24005,826925,598.3,1345.5
24009,90613,213.15,416.3
24011,32538,319.42,103.5
24013,167830,447.6,373.4
24015,102383,346.27,292
24017,154747,457.75,320.2
24019,32578,540.77,60.3
24021,243675,660.22,353.5
24023,29679,647.1,46.5
24025,250105,437.09,560.1
24027,309284,250.74,1144.9
24029,19820,277.03,72.9
24031,1030447,491.25,1978.2
24033,904430,482.69,1788.8
24035,48804,371.91,128.5
24037,110382,357.18,294.4
24039,25859,319.72,82.8
24041,37643,268.54,140.7
24043,149573,457.78,322.1
24045,101539,374.44,263.7
24047,51675,468.28,109.9
24510,622793,80.94,7671.5
25000,6745408,7800.06,839.4
25001,214914,393.72,548.3
25003,128715,926.83,141.6
25005,554194,553.1,991.3
25007,17356,103.25,160.2
25009,769091,492.56,1508.8
25011,70862,699.32,102.1
25013,468161,617.14,751
25015,160939,527.26,299.8
25017,1570315,817.82,1837.9
25019,10856,44.97,226.2
25021,692254,396.11,1693.6
25023,507022,659.08,750.9
25025,767254,58.15,12415.7
25027,813475,1510.77,528.6
26000,9909877,56538.9,174.8
26001,10454,674.59,16.2
26003,9459,915.07,10.5
26005,113847,825.23,135
26007,28988,571.86,51.8
26009,23267,475.7,49.6
26011,15353,363.19,43.8
26013,8654,898.26,9.9
26015,59281,553.09,107
26017,106179,442.3,243.7
26019,17519,319.7,54.8
26021,155233,567.75,276.2
26023,43545,506.37,89.4
26025,134878,706.23,192.8
26027,51608,490.06,106.7
26029,26121,416.34,62.3
26031,25675,715.26,36.6
26033,38321,1558.42,24.7
26035,30652,564.32,54.8
26037,77297,566.41,133.1
26039,13745,556.28,25.3
26041,36559,1171.1,31.7
26043,25957,761.4,34.4
26045,108579,575.18,187.3
26047,33204,467.49,69.9
26049,412895,636.98,668.5
26051,25411,501.78,51.2
26053,15737,1101.85,14.9
26055,90782,464.33,187.3
26057,41665,568.46,74.7
26059,45830,598.13,78.1
26061,36495,1009.1,36.3
26063,32065,835.71,39.6
26065,284582,556.12,505.1
26067,64294,571.3,111.9
26069,25420,549.1,47.1
26071,11387,1166.15,10.1
26073,70616,572.68,122.8
26075,159741,701.67,228.4
26077,258818,561.66,445.7
26079,17394,559.87,30.6
26081,629237,846.95,711.5
26083,2217,540.11,4
26085,11341,567.37,20.3
26087,88153,643.01,137.4
26089,21915,347.17,62.5
26091,99047,749.56,133.3
26093,185596,565.25,320.2
26095,6426,899.08,7.4
26097,11042,1021.57,10.9
26099,860112,479.22,1754.9
26101,24420,542.15,45.6
26103,67676,1808.4,37.1
26105,28824,495.07,58
26107,43186,555.07,77.1
26109,23714,1044.08,23
26111,83427,516.25,162
26113,15037,564.73,26.3
26115,149824,549.39,276.7
26117,62893,705.4,89.8
26119,9300,546.66,17.9
26121,172344,499.25,344.9
26123,47900,813.2,59.6
26125,1237868,867.66,1385.7
26127,26221,512.07,51.9
26129,21039,563.49,38.5
26131,6172,1311.23,5.2
26133,23169,566.39,41.5
26135,8371,565.73,15.3
26137,24158,514.97,46.9
26139,276292,563.47,468.2
26141,13004,658.72,20.3
26143,23955,519.64,47.1
26145,195012,800.11,250.2
26147,160078,721.17,226.1
26149,60946,500.59,122.4
26151,41587,962.57,44.8
26153,8171,1171.36,7.2
26155,68933,530.67,133.1
26157,54000,803.13,69.4
26159,75199,607.47,125.5
26161,356874,705.97,488.4
26163,1764804,612.08,2974.4
26165,32886,565,57.9
27000,5457173,79626.74,66.6
27001,15771,1821.66,8.9
27003,341864,423.01,782.1
27005,33259,1315.2,24.7
27007,45664,2504.94,17.7
27009,39506,408.3,94.2
27011,5127,499.02,10.6
27013,65385,747.84,85.6
27015,25292,611.09,42.4
27017,35571,861.38,41.1
27019,97338,354.33,256.9
27021,28559,2021.54,14.1
27023,12110,581.12,21.4
27025,54025,414.86,129.9
27027,61286,1045.37,56.4
27029,8791,998.94,8.7
27031,5233,1452.28,3.6
27033,11633,638.61,18.3
27035,63265,999.1,62.6
27037,412529,562.17,709
27039,20353,439.28,45.7
27041,36790,637.3,56.5
27043,14192,712.48,20.4
27045,20776,861.3,24.2
27047,30840,707.09,44.2
27049,46423,756.84,61
27051,5956,548.16,11
27053,1212064,553.59,2081.7
27055,18738,552.06,34.5
27057,20573,925.68,22.1
27059,38413,435.79,86.8
27061,45589,2667.72,16.9
27063,10269,702.98,14.6
27065,15930,521.59,31.1
27067,42285,796.79,53
27069,4435,1098.8,4.1
27071,12856,3104.07,4.3
27073,6891,765.02,9.5
27075,10680,2109.29,5.2
27077,3918,1297.87,3.1
27079,27770,448.76,61.7
27081,5788,536.76,11
27083,25665,714.56,36.2
27085,35882,491.47,74.6
27087,5505,557.88,9.7
27089,9417,1775.07,5.3
27091,20220,712.35,29.3
27093,23107,608.18,38.3
27095,25884,572.31,45.6
27097,32810,1125.06,29.5
27099,39323,711.33,55.1
27101,8470,704.7,12.4
27103,33093,448.49,73
27105,21590,715.11,29.9
27107,6639,872.79,7.9
27109,150287,653.35,220.8
27111,57635,1972.07,29.1
27113,14058,616.57,22.6
27115,29095,1411.29,21.1
27117,9281,465.06,20.6
27119,31704,1971.13,16
27121,10984,669.71,16.4
27123,532655,152.21,3341.7
27125,4043,432.41,9.5
27127,15515,878.57,18.3
27129,15025,982.91,16
27131,65151,495.68,129.4
27133,9553,482.46,20.1
27135,15679,1671.6,9.3
27137,200949,6247.4,32
27139,139672,356.48,364.5
27141,91126,432.92,204.4
27143,14918,588.78,25.9
27145,152912,1343.13,112.2
27147,36573,429.65,85.1
27149,9800,563.6,17.3
27151,9436,742.08,13.2
27153,24264,944.98,26.3
27155,3387,573.9,6.2
27157,21362,522.98,41.4
27159,13757,536.27,25.8
27161,19025,423.36,45.2
27163,249283,384.28,619.7
27165,11083,434.95,25.8
27167,6495,750.96,8.8
27169,51097,626.21,82.2
27171,129918,661.46,188.5
27173,10109,759.1,13.8
28000,2994079,46923.27,63.2
28001,31737,462.41,69.8
28003,37380,400.04,92.6
28005,12629,730.1,18
28007,19163,734.98,26.6
28009,8296,406.62,21.5
28011,33768,876.57,39
28013,14745,586.57,25.5
28015,10254,628.24,16.9
28017,17313,501.78,34.7
28019,8294,418.18,20.4
28021,9080,487.41,19.7
28023,16299,691.55,24.2
28025,20225,410.08,50.3
28027,24807,552.44,47.3
28029,28797,777.24,37.9
28031,19442,413.79,47.3
28033,170913,476.15,338.7
28035,76330,466.31,160.7
28037,7833,563.78,14.4
28039,23303,478.71,47.2
28041,14326,712.76,20.2
28043,21666,422.11,51.9
28045,45949,473.75,92.7
28047,199058,573.99,326
28049,243729,869.74,282
28051,18459,756.7,25.4
28053,8741,418.49,22.4
28055,1397,413.05,3.4
28057,23527,532.79,43.9
28059,141137,722.75,193.2
28061,16601,676.24,25.2
28063,7599,519.93,14.9
28065,11822,408.44,30.6
28067,68290,694.8,97.5
28069,10163,766.18,13.6
28071,52930,631.71,75
28073,60099,497.06,112
28075,79739,703.63,114.1
28077,12502,430.67,30
28079,23193,583,40.8
28081,85246,449.95,184.3
28083,31422,592.54,54.5
28085,34775,586.12,59.5
28087,59730,505.51,118.3
28089,101688,714.51,133.2
28091,25868,542.38,49.9
28093,36234,706.19,52.6
28095,36003,765.09,48.3
28097,10400,406.98,26.8
28099,29465,570.14,52.1
28101,21832,578.1,37.6
28103,11115,695.14,16.6
28105,49414,458.2,104
28107,34444,685.14,50.7
28109,55224,810.86,68.9
28111,12227,647.25,18.9
28113,40058,409.02,98.8
28115,30950,497.69,60.2
28117,25428,414.98,60.9
28119,7678,405.01,20.3
28121,148070,775.49,182.6
28123,28461,609.19,46.4
28125,4647,431.72,11.4
28127,27463,589.16,46.7
28129,16188,636.25,25.9
28131,17875,445.49,39.9
28133,27496,697.75,42.2
28135,14761,645.29,23.8
28137,28204,404.76,71.4
28139,22039,457.82,48.6
28141,19420,424.25,46.2
28143,10598,454.67,23.7
28145,28097,415.6,65.3
28147,14859,403.94,38.2
28149,47983,588.5,82.9
28151,48958,724.74,70.6
28153,20490,810.75,25.6
28155,9972,420.94,24.4
28157,9191,678.11,14.6
28159,18478,607.25,31.6
28161,12276,467.13,27.1
28163,27817,922.95,30.4
29000,6063589,68741.52,87.1
29001,25602,567.32,45.1
29003,17379,432.7,40
29005,5382,547.3,10.4
29007,25887,692.24,36.9
29009,35662,778.25,45.7
29011,12057,591.92,21
29013,16584,836.69,20.4
29015,18806,704.06,27.1
29017,12394,617.91,20
29019,172717,685.41,237.3
29021,89486,408.03,218.6
29023,42972,694.67,61.6
29025,9034,426.39,22.1
29027,44750,834.58,53.1
29029,44021,655.92,67.1
29031,78043,578.54,130.8
29033,9043,694.62,13.4
29035,6258,507.36,12.3
29037,100889,696.84,142.8
29039,13952,474.48,29.5
29041,7694,751.18,10.4
29043,82101,562.65,137.6
29045,6917,504.69,14.1
29047,233682,397.3,558.6
29049,20299,418.96,49.5
29051,76557,393.75,193
29053,17585,564.77,31.2
29055,24650,742.52,33.3
29057,7628,490.01,16.1
29059,16389,540.77,31
29061,8297,563.24,15
29063,12692,421.36,30.6
29065,15655,752.79,20.8
29067,13546,813.63,16.8
29069,31344,541.07,59.1
29071,102084,922.68,110
29073,14866,517.8,29.4
29075,6826,491.42,13.7
29077,285865,675.3,407.5
29079,10197,435.28,23.6
29081,8639,722.5,12.4
29083,22028,696.95,32
29085,9219,399.09,24.1
29087,4516,462.69,10.6
29089,10159,463.85,21.9
29091,40173,927.25,43.6
29093,10267,550.26,19.3
29095,683191,604.46,1115.3
29097,117543,638.49,183.9
29099,222716,656.63,333.1
29101,54362,829.28,63.4
29103,4000,504.01,8.2
29105,35439,764.72,46.5
29107,32688,628.43,53.1
29109,38023,611.74,63.2
29111,10138,505.04,20.2
29113,54249,626.56,83.9
29115,12311,615.56,20.7
29117,15053,532.33,28.5
29119,22800,539.48,42.8
29121,15479,801.23,19.4
29123,12368,494.39,24.7
29125,9013,526.98,17.4
29127,28920,436.92,65.9
29129,3719,453.84,8.3
29131,25141,592.6,41.8
29133,14232,411.58,34.9
29135,15856,415.03,37.6
29137,8707,647.65,13.6
29139,11841,536.25,22.8
29141,20240,597.63,34.4
29143,18272,674.84,28.1
29145,58598,624.77,93
29147,23081,876.96,26.6
29149,10911,789.8,13.8
29151,13703,604.35,23
29153,9492,744.97,13.1
29155,17650,492.54,37.1
29157,19202,474.35,40
29159,42225,682.22,61.9
29161,44847,671.78,67.2
29163,18541,670.44,27.6
29165,94788,420.19,212.6
29167,31054,635.52,49
29169,53436,547.1,95.5
29171,4829,517.32,9.6
29173,10255,469.78,21.6
29175,25072,482.68,52.7
29177,22949,568.81,41.3
29179,6565,808.48,8.3
29181,13969,629.54,22.4
